agency,description,name,price
West Usa Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '5,234'}",3901 E Sagebrush St Lakeview Trails Southeast At Morrison Ranch,"$2,499,000"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '2,781'}",18920 W Amelia Ave Litchfield Farms 2,"$975,000"
A.Z. & Associates,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,508'}",14817 W Escondido Dr N Village At Litchfield Park,"$969,900"
Delex Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,498'}",6821 N Sarival Ave Rural,"$950,000"
Homesmart,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,781'}",18810 W Amelia Ave Litchfield Farms 2,"$950,000"
Shebang Realty,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '3,544'}",16059 W Orangewood Ave  ,"$949,000"
Realty One Group Integrity,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '3,607'}",5284 N 182nd Ln Azure Canyon Parcel 4 Replat,"$940,000"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,795'}",18413 W Montebello Ave Savannah,"$925,000"
David Weekley Homes,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '2,829'}",20007 W Luke Ave Canyon Views Phase 3 Unit 1 Replat,"$917,317"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,001'}",14870 W Aldea Circle Village At Litchfield Park Phase 2,"$899,999"
Realty One Group,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,690'}",19404 W Minnezona Ave  ,"$890,000"
David Weekley Homes,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,147'}",20179 W San Juan Ave Canyon Views Phase 3 Unit 2,"$888,701"
"Mattamy Arizona, Llc","{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,430'}",5071 N 183rd Ln Azure Canyon,"$883,737"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,055'}",42272 E Black Bear Trl S27 T5s R12e,"$1,000,000"
Life Real Estate,"{'Beds': '6', 'Baths': '3', 'Sq.Ft.': '2,767'}",6517 E Heritage Rd S11 T4s R8e,"$1,000,000"
RE/MAX Solutions,"{'Beds': '12', 'Baths': '8', 'Sq.Ft.': '5,342'}",14999 N Highway 79 -- Comm @ Ne Cor Of Sec 12 5S-9E Th W 1042.26 Th S54,"$850,000"
Realty One Group,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,323'}",6843 W Sandpiper Way Anthem At Merrill Ranch,"$729,900"
Keller Williams Realty East Valley,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,324'}",6971 W Heritage Way Anthem At Merrill Ranch Phase 1A Unit 6,"$690,000"
"Tierra Antigua Realty, Llc","{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '2,558'}",7477 W Meadowlark Way Anthem At Merrill Ranch - Unit 24 2017094163,"$684,900"
"Merrill Ranch Realty, Llc","{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '2,558'}",4034 N San Marin Dr Anthem At Merrill Ranch - Unit 50 2016008607,"$674,900"
Hague Partners,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '2,560'}",7365 W Willow Way Anthem At Merrill Ranch - Unit 22B 2013050759,"$659,900"
"Merrill Ranch Realty, Llc","{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '2,497'}",5903 W Cactus Wren Way Anthem At Merrill Ranch - Unit 56A 2017069422,"$642,000"
RE/MAX Signature,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,132'}",10052 E Hay Loft Rd Crestfield Manor At Arizona Farms Village Par 1,"$599,999"
West Usa Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,324'}",6280 W Saratoga Way Anthem At Merrill Ranch Phase 1A Unit 4,"$599,900"
My Home Group Real Estate,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,060'}",3957 N Daisy Dr Anthem At Merrill Ranch - Unit 34 2017094164,"$595,000"
Delex Realty,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '12,294'}",9264 E Superstition Mountain Dr Superstition Mountains,"$7,376,400"
Delex Realty,"{'Beds': '6', 'Baths': '8', 'Sq.Ft.': '9,882'}",9356 E Superstition Mountain Dr Superstition Mountains,"$5,929,200"
Delex Realty,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '6,400'}",2946 S Petroglyph Trl Superstition Mountains,"$3,840,000"
Delex Realty,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '5,600'}",8275 E Sunset View Dr Superstition Mountains,"$3,360,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '5,726'}",2793 S Pinyon Village Dr Superstition Mountain,"$2,575,000"
Elpis Real Estate Boutique,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,400'}",8736 E Quartz Mountain Dr Superstition Mountain,"$2,495,000"
Delex Realty,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,900'}",8725 E Quartz Mountain Dr Superstition Mountains,"$2,340,000"
Realty One Group,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '4,086'}",9171 E Canyon View Trl Superstition Mountain,"$2,200,000"
Realty One Group,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,052'}",7253 E Spanish Bell Ln Superstition Mountain,"$2,200,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '3,200'}",6620 E Flat Iron Loop Ponderosa Village At Superstition Foothills,"$2,199,000"
Elpis Real Estate Boutique,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,171'}",6311 E Flat Iron Loop Superstition Mountain,"$2,100,000"
Thomas Popa & Associates Llc,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '3,910'}",8759 E Lost Gold Circle Superstition Mountain,"$1,995,000"
Retsy,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '5,996'}",5430 W Creedance Blvd Saddleback Hills,"$3,500,000"
Keller Williams Northeast Realty,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,296'}",6308 W Parkside Ln Custom - No Hoa - Rv Garage,"$2,895,000"
Abi Multifamily,"{'Beds': '7', 'Baths': '7', 'Sq.Ft.': '2,032'}",8636 W Glendale Ave  ,"$2,495,000"
RE/MAX Professionals,"{'Beds': '3', 'Baths': '1', 'Sq.Ft.': '1,904'}",6405 N 75th Ave Davie,"$2,350,000"
"Gkr Properties, Llc","{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '5,601'}",23429 N 65th Ave Pinnacle Peak,"$2,295,000"
RE/MAX Professionals,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '5,984'}",6213 W Saguaro Park Ln Tuscany Hills,"$2,250,000"
RE/MAX Professionals,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,110'}",6439 N 75th Ave Davie,"$2,197,000"
West Usa Realty,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,574'}",10823 N 59th Ave Metes & Bounds,"$1,650,000"
Century 21 Toma Partners,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,700'}",17251 N 61st Ave Urban Non Sub,"$1,649,000"
Century 21 Toma Partners,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,042'}",21062 N 76th Ave Reserve At Eagle Heights,"$1,450,000"
Exp Realty,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '4,489'}",6614 W Sweetwater Ave Thunderbird Acres 1,"$1,400,000"
Homesmart,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '4,100'}",5516 W Melinda Ln Estates At Arrowhead Phase 1A,"$1,399,990"
Homesmart,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '3,475'}",4933 W La Puenta Ave Laveen Vistas Parcel 2 Phase 1,"$635,000"
"Towne Brokerage Services, Inc","{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,686'}",4940 W La Puenta Ave Laveen Vistas Parcel 2 Phase 1,"$624,020"
Best Homes Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,539'}",10129 S 43rd Ln Vaquero Estates,"$609,900"
"Towne Brokerage Services, Inc","{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,300'}",4944 W La Puenta Ave Laveen Vistas Parcel 2 Phase 1,"$601,556"
Taylor Morrison (Mls Only),"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '2,834'}",5326 W Walatowa St Tierra Montana Encore,"$599,000"
Taylor Morrison (Mls Only),"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,007'}",5411 W Notch Hill Rd Tierra Montana Encore,"$599,000"
Keller Williams Realty Phoenix,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '3,018'}",6746 W Winston Dr Mcclellan Ranch Parcels 2B & 3B,"$599,000"
"Isham Real Estate Group, Llc","{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,025'}",3936 W La Mirada Dr Dobbins Village Amd,"$589,000"
Exp Realty,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,680'}",9021 S 55th Dr Paseo Pointe Replat,"$575,000"
Delex Realty,"{'Beds': '6', 'Baths': '3', 'Sq.Ft.': '2,809'}",4607 W Paseo Way Dobbins Point,"$570,000"
Hague Partners,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,592'}",6918 W Gwen St Mcclellan Ranch Parcels 1 2A 3A & 6A,"$570,000"
Success Property Brokers,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,734'}",7646 W Glass Ln Laveen Farms Unit 4,"$570,000"
A.Z. & Associates,"{'Beds': '6', 'Baths': '4', 'Sq.Ft.': '2,700'}",53251 S Old Us Highway 80 --  ,"$445,000"
Exp Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,474'}","308 E Fremont St Gila Bend Blks 5-8, 17-23, 20 1/2","$275,000"
Homesmart,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '770'}",208 N Wall Ave Gila Bend Blocks 1 Thru 4 9 Thru 16 4 1/2,"$139,900"
Homefinder Hub Realty,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,229'}",12841 W Via Camille -- Rancho El Mirage Parcel B,"$525,000"
Homesmart,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,021'}",11644 W Redfield Rd Grand Village,"$499,990"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,255'}",13002 W Columbine Dr Dysart & Cactus Parcel 1,"$479,000"
Century 21 Arizona Foothills,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,900'}",11712 W Acapulco Ln Thompson Ranch Phase 4,"$469,500"
Freestand Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,252'}",12854 W Corrine Dr Dysart & Cactus Parcel 3,"$469,000"
"Weichert, Realtors - Rattler","{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,291'}",14618 N 125th Ln Rancho El Mirage,"$465,000"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,252'}",12821 W Corrine Dr Dysart & Cactus Parcel 3,"$464,900"
Leolinda Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,972'}",12818 W Windrose Dr Dysart & Cactus Parcel 3,"$458,000"
Keller Williams Northeast Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '2,265'}",12132 W Desert Ln 3 Js Country Estates,"$450,000"
Delex Realty,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '2,265'}",12209 W Desert Ln 3 Js Country Estates,"$450,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,255'}",12901 W Charter Oak Rd Dysart & Cactus Parcel 1,"$450,000"
United Southwest Realty,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,086'}",12810 W Evans Dr Rancho El Mirage Parcel B,"$449,900"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft. Lot': '43,560'}",145 S Bonito Ranch Loop Rio Bonito Ranch,"$1,400,000"
Exp Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '1,711'}",815 S Alta Mesa Dr Amante At Verde Santa Fe,"$529,000"
"K & J Real Estate, Llc","{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '1,092'}",935 S Jesse Hayes Rd Hayes,"$260,000"
Homesmart Advantage Group,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,250'}",640 E Skyline Dr Skyline,"$250,000"
Keller Williams Realty Phoenix,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,282'}",229 S Ida Rd Copper Canyon Ranches 2,"$225,000"
Stallings & Long Realty,"{'Beds': '3', 'Baths': '1', 'Sq.Ft.': '964'}",363 W Hackney Ave North Globe Townsite,"$219,900"
Keller Williams Realty Sonoran Living,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,660'}",1007 S Hunt Ridge Dr  ,"$215,000"
Keller Williams Realty Phoenix,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,892'}",5541 S Mckinney Ave Central Heights Townsite,"$207,000"
Stallings & Long Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '944'}",239 S High St Globe Townsite,"$199,900"
Exp Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '980'}",57 S Crosswind Dr  ,"$195,000"
Stallings & Long Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '725'}",5706 S Mckinney Ave Central Heights Addition,"$149,900"
Stallings & Long Realty,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '648'}",246 N Sutherland St Globe Twns,"$90,000"
Prosmart Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,096'}",385 W Mesquite St Globe Townsite,"$76,000"
RE/MAX Sun Properties,"{'Beds': '4', 'Baths': '7', 'Sq.Ft.': '7,052'}",14408 E Shadow Canyon Dr Shadow Canyon At Sunridge Canyon,"$5,400,000"
Realty Executives,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '7,079'}",15827 E Firerock Country Club Dr Firerock Country Club,"$4,499,000"
Original Realty Co,"{'Beds': '4', 'Baths': '6', 'Sq.Ft.': '4,500'}",10031 N Palisades Blvd Firerock Parcel P2-Q1,"$4,275,000"
Keller Williams Arizona Realty,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '6,800'}",14205 E La Paloma Place Eagles Nest,"$3,999,000"
Realty Executives,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,253'}",9125 N Lava Bluff Trl Firerock Parcel H-2,"$3,750,000"
Realty One Group,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '5,320'}",9732 N Fireridge Trl Firerock Parcel L-1,"$3,450,000"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '6,706'}","15424 E Sundown Dr Parcel 1 At Sunridge Canyon
Mcr 045261","$3,242,300"
Kenneth James Realty,"{'Beds': '4', 'Baths': '7', 'Sq.Ft.': '7,198'}",9615 N Fireridge Trl Firerock Parcel L-3,"$3,200,000"
Exp Realty,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '4,227'}",9005 N Crimson Canyon Eagle Mountain Parcel 4,"$2,999,995"
Timothy Hoogstad Realty,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '5,068'}",14732 E Prairie Dog Trl Eagles Nest,"$2,995,000"
"Venture Rei, Llc","{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '5,209'}",16746 N Mountain Parkway Eagles Nest Parcel 6,"$2,859,000"
Long Realty Jasper Associates,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '5,572'}",9115 N Horizon Trl Firerock Parcel G,"$2,750,000"
Award Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,600'}",28505 S State Route 89 --  ,"$1,600,000"
Homesmart,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '1,868'}",xxx3 S Congress Way #3 6 Acre New Construction,"$645,000"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,515'}",xxx1 S Congress Way #1 3 Acre New Construction,"$585,000"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,693'}",xxx2 S Congress Way #2 3 Acre New Construction,"$585,000"
Tinzie Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,000'}",22900 W Phyllis St Metes And Bounds,"$580,000"
Arizona Legends Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,141'}",27210 S Old School Rd  ,"$525,000"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,738'}",xxx4 S Congress Way #4 3 Acre New Construction,"$515,000"
Century 21 Arizona West,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,875'}","23295 W Gold Dollar Trl Gold Dollar Estates, 2.02 Ac","$449,500"
Platinum Living Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,931'}",27125 S Bullard Dr Paso Del Sol,"$430,000"
Award Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,749'}",26355 S Nora Ln Weaver Mountains Estates Phase 1A,"$424,997"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,707'}",22451 W Steel Horse Rd 2 Acres,"$423,000"
Century 21 Arizona West,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,350'}",23185 W Los Huesos Way Congress Village,"$385,000"
Launch Powered By Compass,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '5,900'}",3699 S Woodland Hills Dr Pine Canyon,"$6,950,000"
Launch Powered By Compass,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '5,500'}",3724 S Woodland Hills Dr Pine Canyon,"$5,996,500"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '6', 'Sq.Ft.': '8,500'}",1293 Elkhorn Trl Highland Meadows,"$5,500,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '8', 'Baths': '8', 'Sq.Ft.': '6,832'}",3324 N Cazadero Trl Lockett Ranches,"$3,800,000"
Realty Executives Of Flagstaff,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '4,756'}",5231 Hidden Hollow Rd  ,"$3,000,000"
Silverleaf Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,063'}",3905 Doc Raymond -- Forest Highlands,"$2,900,000"
Launch Powered By Compass,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '3,574'}",2685 S Pinyon Jay Dr Pine Canyon,"$2,795,000"
Symmetry Realty Brokerage,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,564'}",2509 S Pinyon Jay Dr #3 Pine Canyon,"$2,775,000"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,818'}",13470 N Us-89 -- Long Legal,"$2,499,000"
Symmetry Realty Brokerage,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,221'}",2437 S Pinyon Jay Dr #30 Pine Canyon,"$2,368,000"
Symmetry Realty Brokerage,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,637'}",2453 S Pinyon Jay Dr #31 Pine Canyon,"$2,248,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '4', 'Sq.Ft. Lot': '78,407'}",3905 N Westwood Circle Westwood Estates,"$1,890,900"
Thomas Popa & Associates Llc,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,465'}",8260 E Sunset View Dr Superstition Mountain,"$1,995,000"
"Weichert, Realtors-Home Pro Realty","{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,927'}",7289 E Spanish Bell Ln Superstition Mountain,"$1,990,000"
Thomas Popa & Associates Llc,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,999'}",2608 S Sycamore Village Dr Superstition Mountain,"$1,950,000"
Keller Williams Realty Sonoran Living,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,824'}",2720 S Pinyon Village Dr Superstition Mountain,"$1,949,000"
Sam Roberts And Associates,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '4,094'}",11124 E Sugar Creek Ave Mesa Del Oro,"$1,890,000"
Homesmart,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,342'}",221 S Ranchos Legante Dr Metes & Bounds,"$2,350,000"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,900'}",5633 W Posse Dr Robson Ranch - Arizona Unit One A 2020008680,"$929,000"
Homesmart Premier,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,513'}",4751 W Pueblo Dr Robson Ranch,"$769,800"
Sun Mountain Properties,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '2,353'}",4313 W Cheyenne Dr Replat Of Robson Ranch-Arizona Unit Twenty Two Lot,"$749,999"
RE/MAX Solutions,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '4,163'}",2496 S Geronimo Head Trl Superstition Mountain,"$1,799,000"
Delex Realty,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,758'}",3204 S Ponderosa Dr Superstition Mountains,"$1,623,400"
Thomas Popa & Associates Llc,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '4,537'}",2671 S Moonlight Dr Superstition Mountain,"$1,499,000"
Thomas Popa & Associates Llc,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,568'}",4410 S Avenida De Angeles Ave Vista Del Corazon,"$1,475,000"
West Usa Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,113'}",3089 S Prospector Circle Superstition Mountain,"$1,449,500"
West Usa Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,113'}",3119 S Prospector Circle Superstition Mountain,"$1,449,500"
West Usa Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft. Lot': '11,016'}",3149 S Prospector Circle Superstition Mountain,"$1,449,500"
"Venture Rei, Llc","{'Beds': '8', 'Baths': '5', 'Sq.Ft.': '6,506'}",1253 S Porter Ct Rockwell,"$2,200,000"
Exp Realty,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,376'}",2645 E Warbler Rd Whitewing At Germann Estates,"$2,100,000"
Usrealty Brokerage Solutions Llp,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '4,339'}",1290 N Constellation Ct 1250 N Constellation Court Mld,"$2,099,000"
Keller Williams Integrity First,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '4,700'}",4547 S Banning Dr Weston Ranch,"$2,000,000"
Exp Realty,"{'Beds': '7', 'Baths': '6', 'Sq.Ft.': '7,180'}",641 E Houston Ave Circle G Ranches Unit 5 Lots 3 4 & 5 Replat,"$1,999,900"
On Q Property Management,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '5,278'}",2742 E Wyatt Way Somerset Phase 1,"$1,999,000"
Redfin Corporation,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '5,085'}",2069 E Crescent Way Legacy At Freeman Farms Amd,"$1,975,000"
Prosmart Realty,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '4,749'}",2283 E Aris Dr Legacy At Freeman Farms Amd,"$1,915,000"
Century 21 Arizona Foothills,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,299'}",4656 W Aztec Dr Robson Ranch-Arizona Unit Twenty-Two,"$698,000"
Sun Mountain Properties,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '1,910'}",4596 W Loma Verde Ave Robson Ranch-Arizona Unit Twenty-Four 2013044929,"$625,000"
Homesmart Premier,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,165'}",5432 N Comanche Dr Robson Ranch,"$624,000"
Homesmart Premier,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '1,942'}",5355 N Eager Dr Robson Ranch,"$610,000"
Keller Williams Legacy One Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,295'}",4221 E Mustang Dr Villa Grande Rancheros,"$600,000"
Ag Lands Southwest Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,900'}",3556 E Shedd Rd Comm @ Sw Cor Of Sec 21-7S-8E Th E 167.5 Th N 40 Th E 438.58 To Pob Th N 1283.15 Th E 437.86 T,"$595,000"
Homesmart Premier,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '2,709'}",5414 N Scottsdale Rd Robson Ranch,"$569,900"
Homesmart Premier,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '2,051'}",4658 W Buckskin Dr Robson Ranch-Casa Grande Unit 23,"$565,000"
Homesmart Premier,"{'Beds': '2', 'Baths': '3', 'Sq.Ft.': '1,726'}",4713 W Loma Verde Ave Robson Ranch,"$564,999"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '6', 'Sq.Ft.': '5,691'}",356 S Portland Ave Th Ranch,"$1,895,000"
Homesmart,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '4,486'}",1737 S 141st Place Tierra Madre,"$1,880,000"
Gentry Real Estate,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '3,694'}",3908 E Alameda Ln Legacy At Seville,"$1,875,000"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,478'}",4300 N Spruce St St  ,"$1,700,000"
Better Homes And Gardens Real Estate Bloomtree Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,261'}",945 S Equestrian Trl  ,"$290,000"
RE/MAX Mountain Properties,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,485'}",2005 Crow Ln Chino Meadows Unit 3,"$325,000"
Castlerock Communities,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,361'}","2520 Connor Ave Final Plat For Heritage Pointe Phs 2, 3, &4","$699,990"
Castlerock Communities,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,144'}","2570 Connor Ave Final Plat For Heritage Pointe Phs 2, 3&4","$705,990"
Castlerock Communities,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,627'}","2610 Connor Ave Final Plat For Heritage Pointe Phs 2, 3&4","$729,990"
Castlerock Communities,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,844'}","2650 Connor Ave Final Plat For Heritage Pointe Phs 2, 3&4","$799,990"
Exp Realty- Prescott,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,512'}",853 N State Route 89 Country West Mobile Home Park,"$225,000"
Homesmart Fine Homes And Land,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,788'}",1523 Bainbridge Ln Highlands Ranch Unit 2,"$475,000"
Realty One Group Mt Desert,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,669'}",670 Seven Bar Trl I U Bar Ranch,"$949,900"
Irealty Professionals,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,937'}",1419 California Dr Sunrise,"$665,000"
Keller Williams Arizona Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,464'}",182 Caliche Dr Chino Valley Estates The Sly Ptn Of,"$490,000"
